Title,Release Date,Rating,Description,Metascore,Link
168.Street Fighter 6,"Jun 2, 2023",T,"Powered by Capcom’s proprietary RE ENGINE, the Street Fighter 6 experience spans across three distinct game modes featuring World Tour, Fighting Ground and Battle Hub. Diverse Roster of 18 Fighters. Play legendary masters and new fan favorites like Ryu, Chun-Li, Luke, Jamie, Kimberly and more in this latest edition with each character featuring striking new redesigns and exhilarating cinematic specials. Street Fighter 6 offers a highly evolved combat system with three control types - Classic, Modern and Dynamic - allowing you to quickly play to your skill level. The new Real Time Commentary Feature adds all the hype of a competitive match as well as easy-to-understand explanations about your gameplay. The Drive Gauge is a new system to manage your resources. Use it wisely in order to claim victory.",92,https://www.metacritic.com/game/street-fighter-6/
169.Undertale,"Sep 15, 2015",N/A,"Welcome to UNDERTALE. In this RPG, you control a human who falls underground into the world of monsters. Now you must find your way out... or stay trapped forever.",92,https://www.metacritic.com/game/undertale/
170.Batman: Arkham Asylum,"Aug 25, 2009",T,"In Batman: Arkham Asylum, the player assumes the role of Batman as he delivers The Joker to Arkham Asylum. There, the imprisoned super-villains have set a trap and an immersive combat gaming experience unfolds. With an original script penned by Emmy Award-winning Batman writer Paul Dini, the game brings the universe of DC Comics' detective to life with stunning graphics. Batman: Arkham Asylum offers players the chance to battle Gotham's worst villains with Batman's physical and psychological strength in a graphically distinct and story-driven game. [Eidos Interactive]",92,https://www.metacritic.com/game/batman-arkham-asylum/
171.Super Mario Sunshine,"Aug 26, 2002",E,"When Mario, Peach, and an entourage of Peach's loyal Toad friends set out for a tropical vacation on lovely Isle Delfino, they're in store for much more than a relaxing holiday. A mustachioed maniac has mucked up the entire island, and Mario is accused of committing the crime. Armed with a hi-tech water cannon called FLUDD (Flash Liquidizer Ultra Dousing Device), Mario sets out to clean the island, clear his name, and solve the mystery of the villainous vandal. With new enemies, moves, and surprises, Super Mario Sunshine offers plenty of challenges.",92,https://www.metacritic.com/game/super-mario-sunshine/
172.Thief: The Dark Project,"Nov 30, 1998",M,"Sneak through the shadows of 12 treacherous missions including haunted cathedrals, subterranean ruins, and forbidding prisons, in a dark and sinister city. Stalk your prey on the quest for stolen goods with your blackjack, sword and an assortment of unique arrows. Steal for money and uncover the hidden agendas of your allies and enemies as you play through an unravelling story of deception and revenge. Survive in a world where shadows are your only ally, trust is not an option, and confrontation results in death! [Eidos Interactive]",92,https://www.metacritic.com/game/thief-the-dark-project/
173.Tony Hawk's Pro Skater,"Sep 29, 1999",T,"Skate as legendary Tony Hawk, or as one of nine top pros. Work your way up the ranks by landing suicidal tricks in brutal competitions to become the highest-ranked skate champ.",92,https://www.metacritic.com/game/tony-hawks-pro-skater/
174.Fire Emblem: Awakening,"Feb 4, 2013",T,"Lead an army of soldiers in a series of scaled turn-based strategy battles. In the process, develop relationships with your team, utilizing their special abilities on the battlefield to gain victory and advance the story, which features a wide array of characters from a variety of nations and backgrounds. They can be joined by a character of your making, with a unique appearance crafted as you see fit.",92,https://www.metacritic.com/game/fire-emblem-awakening/
175.Age of Empires II: The Age of Kings,"Sep 30, 1999",T,"Age of Empires II: The Age of Kings is the sequel to the award-winning, best-selling real-time strategy game ""Age of Empires."" Age of Empires II spans a thousand years, from the fall of Rome through the Middle Ages in which players lead one of 13 civilizations into greatness. The game keeps the epic scope of Age of Empires' game play while evolving the combat and economic features. [Microsoft]",92,https://www.metacritic.com/game/age-of-empires-ii-the-age-of-kings/
176.Final Fantasy X,"Dec 17, 2001",T,Final Fantasy's first game on the Playstation 2 is the first to use voice acting and a massive leap in the cinematic approach to storytelling.  Stop reading and go play.,92,https://www.metacritic.com/game/final-fantasy-x/
177.Sid Meier's Alpha Centauri,"Feb 12, 1999",E,"Legendary designer Sid Meier presents the next evolution in strategy games, with the most addictive, compelling gameplay yet. Explore the alien planet that is your new home and uncover its myriad mysteries. Discover over 75 extraordinary technologies. Build over 60 base upgrades and large-scale secret projects for your empire. Conquer your enemies with a war machine that you design from over 32,000 possible unit types. [Firaxis]",92,https://www.metacritic.com/game/sid-meiers-alpha-centauri/
178.Wave Race 64,"Nov 1, 1996",K-A,"Wave Race 64 is sure to provide some of the most exciting racing you've ever experienced. Feel the pounding and crashing of the waves as you accelerate into straight-aways, whip around the marker buoys and go airborne on the jump ramps. Don't race alone - challenge a friend! Take control in three different modes of play - Championship, Time Trials and Stunt Mode. Nine challenging courses set in exotic locales - race conditions change and the wave action responds to the way both you and your opponents race!",92,https://www.metacritic.com/game/wave-race-64/
179.Divinity: Original Sin II - Definitive Edition,"Aug 31, 2018",M,"Set a thousand years after the first game, Divinity: Original Sin II presents a darker, more grounded narrative and expands on the tactical combat system of its award-winning predecessor. In Divinity: Original Sin, you were on a quest for the forbidden Source magic. Now, you yourself are a Sourcerer: a dangerously powerful individual whose abilities summon creatures from the encroaching Void. The Divine is dead and the Void is everywhere. Sourcerers are blamed and the Divine Order is leading the charge against the threat: you. Captured and sent to Fort Joy, you will be ""cured"" of your powers -- no matter the cost. But the Order has secrets of its own that may cast doubt on its so-called holy mission. As you escape from Fort Joy, you realize that if the world remains godless, it will be consumed by the Void.",92,https://www.metacritic.com/game/divinity-original-sin-ii-definitive-edition/
180.Galactic Civilizations II: Twilight of the Arnor,"Apr 30, 2008",N/A,"The galaxy is being consumed by the fires of war as we enter the final act of the Dread Lord saga. Galactic Civilizations II: Twilight of the Arnor is the second  expansion pack to the award-winning PC strategy game, Galactic Civilizations II. Galactic Civilizations II: Twilight of the Arnor expands the gameplay of Galactic Civilizations in all new ways. New campaign detailing the final chapter in the Dread Lords wars. The Terror Star arrives, capable of destroying any star. Unique technology trees for all 12 civilizations. Unique planetary improvements for each civilization. New 3D engine powered map editor. New Scenario Editor for creating highly detailed custom games. New Campaign Editor for players who want to create their own custom epic campaigns for themselves or to share with others. New Metaverse Tournaments: Specific maps & scenarios recorded to the Metaverse with prizes for top players. [Stardock]",92,https://www.metacritic.com/game/galactic-civilizations-ii-twilight-of-the-arnor/
181.Super Smash Bros. for Nintendo 3DS / Wii U,"Nov 21, 2014",E10+,"Return to a world of exciting battles with Super Smash Bros. as you fight your way through a host of fan-favorite opponents. Make your way through memorable stages inspired by the most notorious classic Nintendo games. Challenge a myriad of familiar faces to battle, including Mario, Link, Samus and Pikachu, or take on new contenders, such as Mega Man, Little Mac and Palutena, the Goddess of Light from the Kid Icarus games. Leap into battle as your own personalized Mii characters. Dive into a thrilling new mode, exclusive to the Nintendo 3DS, Smash Run. Fight solo through a battlefield of enemies, and snatch up their dropped powerups before the clock runs out — and the real battle begins. Customize your fighter for when you're playing locally or online. Experience all the stunning beauty of the Super Smash Bros. world rendered in immersive 3D. Challenge family and friends locally or online, or seek out new competition from around the globe in online For Fun or For Glory matches.",92,https://www.metacritic.com/game/super-smash-bros-for-nintendo-3ds-wii-u/
182.Guitar Hero II,"Nov 7, 2006",T,"Rock the Rhythm, Lead, and Bass Guitar tracks in the follow-up sequel to ""Guitar Hero."" Form your guitar duo and shred riffs cooperatively or go head to head in all new multiplayer modes. With over 55 tracks to rock out to, you'll go from Guitar Hero to Guitar god in one press of a fret button. Choose from multiple rock characters and jam at concert venues that grow in size as your rock career progresses. You'll start your rock career playing small clubs and bars, but if you play well you'll work your way up to stadiums and arenas. Guitar Hero II takes the guitar rock experience to new volumes by allowing players to play 3 different guitar tracks: Rhythm, Bass, and Lead. Guitar Hero II introduces all new multiplayer modes like: cooperative, pro-face off, and face off, letting 2 Guitar Heroes conduct their own symphonies of destruction. Shred School: Guitar Hero II features an all new practice mode, allowing Guitar Zeroes to become Guitar Heroes with enough practice. [RedOctane]",92,https://www.metacritic.com/game/guitar-hero-ii/
183.Final Fantasy VII,"Sep 7, 1997",T,"An evil and powerful corporation is slowly draining life from the planet in an effort to control the universe. However, a small rebellion, known as AVALANCHE, has vowed to put an end to this destructive plan.

You take on the role of Cloud Strife, an ex-soldier of the evil Shinra corporation, who joins AVALANCHE as a selfish mercenary, but becomes much more involved in this mysterious epic of friendship, love, and the battle between good and evil.",92,https://www.metacritic.com/game/final-fantasy-vii/
184.Chrono Trigger,"Nov 25, 2008",E10+,"[Metacritic's 2008 DS Game of the Year] When a newly developed teleportation device malfunctions at the Millennial Fair, young Crono must travel through time to rescue his unfortunate companion from an intricate web of past and present perils. The swashbuckling adventure that ensues soon unveils an evil force set to destroy the world, triggering Crono's race against time to change the course of history and bring about a brighter future. Features an engaging and unparalleled storyline, leading to the discovery of multiple epic conclusions to a journey that transcends time. An inspiring musical score created by Yasunori Mitsuda. Intriguing battle system made possible by the unique combination of the Active Time Battle system and Tech skills. Famed character designer Akira Toriyama lends his signature art style to create the vibrant world that has captivated gamers around the world. Taking advantage of the Nintendo DS hardware, CHRONO TRIGGER makes its way onto the portable platform with all-new dual screen presentation and Touch-Screen functionality. A brand new dungeon and a Wireless Play mode adds exciting new dimensions to this timeless classic. [Square Enix]",92,https://www.metacritic.com/game/chrono-trigger/
185.Final Fantasy XIV: Endwalker,"Dec 7, 2021",T,"Endwalker is the fourth expansion pack for FINAL FANTASY XIV Online. Experience the climax of the Hydaelyn and Zodiark story, and encounter an even greater calamity than ever before as you travel to the far reaches of Hydaelyn and even to the moon.",92,https://www.metacritic.com/game/final-fantasy-xiv-endwalker/
186.Journey,"Mar 13, 2012",E,"Enter the world of Journey, the third game from indie developers thatgamecompany (creators of ""flOw"" and ""Flower""). Journey is an interactive parable, an anonymous online adventure to experience a person’s life passage and their intersections with other’s. You wake alone and surrounded by miles of burning, sprawling desert, and soon discover the looming mountaintop which is your goal. Faced with rolling sand dunes, age-old ruins, caves and howling winds, your passage will not be an easy one. The goal is to get to the mountaintop, but the experience is discovering who you are, what this place is, and what is your purpose. Travel and explore this ancient, mysterious world alone, or with a stranger you meet along the way. Soar above ruins and glide across sands as you discover the secrets of a forgotten civilization. [thatgamecompany]",92,https://www.metacritic.com/game/journey/
187.Conker's Bad Fur Day,"Mar 4, 2001",M,"The day after his 21st birthday bash, Conker's sporting the worst hangover ever, and he just can't seem to find his way home. Prepare to stagger through randy, raunchy, raucous scenarios crammed full of bad manners, twisted humor, and graphic bodily functions. Unless you're a fan of violence, foul language, and racy innuendo, you'd best steer clear of this one.",92,https://www.metacritic.com/game/conkers-bad-fur-day/
188.Medal of Honor (1999),"Oct 31, 1999",T,"Tomorrow is D-Day. Tonight you land behind enemy lines. The tide of the way is in your hands. You are an elite Special Forces agent sent to execute covert operations, search and rescue missions, and commando raids. Fight to win the medal of Honor in the only game that lets you take on Nazis in WWII.",92,https://www.metacritic.com/game/medal-of-honor-1999/
189.Rock Band 2,"Sep 14, 2008",T,"Rock Band 2 builds upon its foundation as the first music game to introduce co-operative band gameplay, multiple instruments, a robust online multiplayer experience, an unrivaled offering of downloadable content and raises the bar by delivering an entirely new level of depth, connectivity, authenticity and features including: Backwards compatibility with Rock Band downloadable music content. All previously purchased tracks immediately load into your Rock Band 2 song list. No need to re-purchase or re-download. The biggest and most diverse soundtrack ever featuring some of rock's most prolific acts, comprised entirely of master recordings. Major new and dynamic online modes that connect the entire Rock Band community in more ways than ever before both locally and globally. More variety of instrument choices than ever before with new and improved drum and guitar peripherals, enhanced functionality and innovative new designs - all fully compatible with the original Rock Band instruments. [MTV]",92,https://www.metacritic.com/game/rock-band-2/
190.Mario Kart 8 Deluxe,"Apr 28, 2017",E,"Race and battle your friends in the definitive version of Mario Kart 8. Hit the road with the definitive version of Mario Kart 8 and play anytime, anywhere! Race your friends or battle them in a revised battle mode on new and returning battle courses. Play locally in up to 4-player multiplayer in 1080p while playing in TV Mode. Every track from the Wii U version, including DLC, makes a glorious return. Plus, the Inklings appear as all-new guest characters, along with returning favorites, such as King Boo, Dry Bones, and Bowser Jr. Race your friends in the definitive version of Mario Kart 8, only on Nintendo Switch. Race as every character on every track from the Wii U version, including DLC characters and tracks. Pop some balloons in the revamped Battle mode, complete with Balloon Battle and Bob-omb Blast. Battle on new courses, like Urchin Underpass and Battle Stadium, or returning ones, such as GCN Luigi's Mansion and SNES Battle Course 1. Inkling Girl & Inkling Boy from Splatoon, King Boo, Dry Bones, and Bowser Jr. join the roster. Players can choose a new Smart Steering feature which makes driving and staying on the track easy for novice players and kids even at 200cc. Three new vehicles have been added, two are even inspired by Splatoon. Carry two items at the same time. Returning items include Boo, the item stealing ghost, and the Feather, which gives you a high jump in battle mode. Play your friends in local wireless multiplayer with up to 8 players. Drive through in 1080p HD quality in TV mode. Play on the go with handheld mode and play anytime, anywhere.",92,https://www.metacritic.com/game/mario-kart-8-deluxe/
191.The ICO & Shadow of the Colossus Collection,"Sep 27, 2011",T,This collection provides HD and 3D updates for PS2 classics Ico and Shadow of the Colossus.,92,https://www.metacritic.com/game/the-ico-and-shadow-of-the-colossus-collection/
192.Metroid Prime 2: Echoes,"Nov 15, 2004",T,"The sequel to Metroid Prime puts you in the role of bounty hunter Samus Aran once again. Your mission is to locate federation troopers who are missing on Aether--a planet torn into light and dark domains. To help you travel through the depths of light and dark, you'll have all-new beam weapons, a screw attack, and power-ups. Eliminate your enemies, solve puzzles, and open doors in an effort to restore peace to Aether. Metroid Prime 2: Echoes also features competitive multiplayer modes supporting up to four players.",92,https://www.metacritic.com/game/metroid-prime-2-echoes/
193.Out of the Park Baseball 17,"Mar 22, 2016",N/A,"Step into the shoes of a team owner, GM, and/or field manager to own the future or rewrite the past of your favorite real-world club. Start a new career with 2016 Opening Day rosters of the real major or minor leagues, or span through 150 years of history and run any club from the past! Perform drafts, trades, scouting, waivers, team finances and personnel. Negotiate player contracts. Dive into the more hands-on management and set your team's lineups, pitching staffs, and in-game strategy. You can oversee your league at a high level, or play out each game, managing play by play or even pitch by pitch!",92,https://www.metacritic.com/game/out-of-the-park-baseball-17/
194.Metroid Fusion,"Nov 17, 2002",E,"While lending mission support on planet SR388, interstellar bounty hunter Samus Aran is attacked by an X parasite, an organism with the ability to mimic the abilities of any creature it infects. Near death, Samus is saved by a vaccine made from the DNA of the last Metroid--the X parasite's only natural predator. When the X spread to a research station in orbit around SR388, a weakened Samus is forced to exterminate them all...or die trying.",92,https://www.metacritic.com/game/metroid-fusion/
195.The Witcher 3: Wild Hunt - Blood and Wine,"May 30, 2016",M,"This expansion pack is an old-school add on with 20 hours of new adventures, where players will travel to the land of Toussaint.",92,https://www.metacritic.com/game/the-witcher-3-wild-hunt-blood-and-wine/
196.Final Fantasy VI,"Feb 5, 2007",E10+,"Learn From The Past. Many centuries have passed since the war of the Magi - civilisations have been rebuilt with iron, machines and technology. But the forces of magic have begun to return, and when an ancient Esper is discovered, the risk of war resurfaces. Featuring all-new CG cinematic sequences exclusive to this edition. Discover the origins of special featurs later developed in the subsequent FINAL FANTASY series, including summoning magic, mini quests, the Active Time Battle system and much more Numerous weapons, items, magic spells and special skills allow for incredible gameplay depth and strategy",92,https://www.metacritic.com/game/final-fantasy-vi/
197.Rayman Legends,"Sep 3, 2013",E10+,"Rayman, Globox, and the Teensies are off wandering through an enchanted forest when they discover a mysterious tent filled with a series of captivating paintings. As they look more closely, they notice each painting seems to tell the story of a mythical world. While focusing on a painting that shows a medieval land, they are suddenly sucked into the painting, entering the world, and the adventure begins. The gang must run, jump and fight their way through each world to save the day and discover the secrets of every legendary painting. Rayman Legends takes full advantage of the Wii U and its new GamePad’s capabilities. Use the touch screen to take out enemies, manipulate platforms, cut ropes to clear a path and much more. With the gyroscope technology, you can move rotating platform and there are many more surprises to come.",92,https://www.metacritic.com/game/rayman-legends/
198.UFO 50,"Sep 18, 2024",N/A,"UFO 50 is a collection of 50 single and multiplayer games from the creators of Spelunky, Downwell, and Catacomb Kids. Explore a variety of genres, from platformers and shoot 'em ups to puzzle games, roguelites, and RPGs. Our goal is to combine a familiar 8-bit aesthetic with new ideas and modern game design.",91,https://www.metacritic.com/game/ufo-50/
199.Madden NFL 2005,"Aug 9, 2004",E,"Madden NFL 2005 introduces the Hit Stick, a new feature that lets players turn a game around with a crucial tackle. Along with all-new defensive preplay controls and defensive artificial intelligence enhancements, the defense now has a diverse arsenal of weapons available. Also, the depth of Franchise mode grows with the addition of Storyline Central, a weekly radio talk show that discusses current stories regarding your team and the league. With even more Franchise mode additions, hundreds of new animations, and the new Create-a-Fan feature, Madden NFL 2005 takes the series to the next level.",91,https://www.metacritic.com/game/madden-nfl-2005/
200.Against the Storm,"Dec 8, 2023",N/A,"Banished meets Slay the Spire.

Against the Storm is a roguelite city builder set in a fantasy world where it never stops raining. You are the Queen's viceroy - a pioneer sent into the wilds to establish and manage new settlements inhabited by beavers, lizards, and humans.

Your goal is to survive long enough and gather the valuable resources necessary to rebuild and upgrade the Smouldering City. It's the only safe haven against the Blightstorm - a vile cycle of destruction ravaging everything in its path. Do you have what it takes to weather the storm?",91,https://www.metacritic.com/game/against-the-storm/
201.Myth: The Fallen Lords,"Oct 31, 1997",M,"Myth is arguably the first real-time strategy game to put the player in a true 3D landscape, with an emphasis on tactical battlefield action rather than base construction. Myth also happens to be one of Bungie's most successful pre-Halo releases, and shows off the company's range and ability in genres outside of first-person shooters. A single player mode features an engrossing and enjoyable plot, with you battling the evil and eponymous Fallen Lords, their evil leader, Balor and all manner of undead creatures, but Myth's multiplayer is where it really stands out. Bungie.net's game-matching technology has been much-emulated since, and at Myth's release, was something truly special. Multiple game modes including King of the Hill, Steal the Bacon and even co-op added huge variety to what was an outstanding and standard-setting game - and it still is. If ever an older game deserved another visit, it's Myth, with a huge, loyal and highly motivated following. [Bungie]",91,https://www.metacritic.com/game/myth-the-fallen-lords/
202.Medal of Honor: Allied Assault,"Jan 20, 2002",T,"As Lt. Mike Powell, member of the famed 1st Ranger Battalion, you'll battle through over 20 levels based on historical military campaigns of World War II. Fire period weapons and command authentic war vehicles as you silence the gun batteries at Port Arzew, survive the Omaha Beach landing, and more. [Electronic Arts]",91,https://www.metacritic.com/game/medal-of-honor-allied-assault/
203.LittleBigPlanet 2,"Jan 18, 2011",E,Media Molecule and Sony Europe are already working on a follow-up to their critically acclaimed platformer.,91,https://www.metacritic.com/game/littlebigplanet-2/
204.Microsoft Flight Simulator,"Aug 18, 2020",E,"From light planes to wide-body jets, fly highly detailed and accurate aircraft in the next generation of Microsoft Flight Simulator. Test your piloting skills against the challenges of night flying, real-time atmospheric simulation and live weather in a dynamic and living world.",91,https://www.metacritic.com/game/microsoft-flight-simulator/
205.Guitar Hero,"Nov 7, 2005",T,"Strap on your Guitar Hero SG controller, plug-in, and CRANK IT UP. Guitar Hero creates all the sensations of being a rock star, as you rock out to 30 of the greatest rock anthems of all time and more. Soundtrack includes songs as made famous by such legendary artists as the Red Hot Chili Peppers, David Bowie, Boston, Sum 41, Ozzy Osbourne, Audioslave, White Zombie, Franz Ferdinand, and The Ramones. So kiss that air guitar goodbye and get ready to rock. Features over 30 of the greatest rock songs of all-time. 4 difficulty levels (Easy, Medium, Hard, and Expert). 6 venues that range from basement parties to sold out stadiums. 8 different characters that each offer their own look and unique style of playing, from metal head to classic rocker. Two-player mode that offers tons of multiplayer fun. [Red Octane]",91,https://www.metacritic.com/game/guitar-hero/
206.Slay The Princess - The Pristine Cut,"Oct 24, 2024",M,"You're on a path in the woods, and at the end of that path is a cabin. And in the basement of that cabin is a Princess.

You're here to slay her. If you don't, it will be the end of the world.

She will do everything in her power to stop you. She'll charm, and she'll lie, and she'll promise you the world, and if you let her, she'll kill you a dozen times over. You can't let that happen.

You do care about the fate of the world, right?

Slay the Princess - The Pristine Cut is a fully voice-acted horror tragicomedy featuring the impeccable talents of Jonathan Sims and Nichole Goodnight, with lovingly hand-penciled frames by Ignatz-winning graphic novelist Abby Howard.

This game features a princess. She's very bad and you have to get rid of her for all our sakes. She's just an ordinary human Princess, and you can definitely slay her as long as you put your mind to it. Hopefully you won't die. But if you do, you'll die a lot. Be careful and stay focused on the task at hand! What you say and what you believe will shift the story in dramatic ways.

Ah, but what’s in the Pristine Cut? Are you sure you want to find out? If you do, you’re likely to discover things that are best left experienced directly. Seriously, turn back.

…

Oh, you’re still reading? Very well, I shall tell you. The Pristine Cut contains, precisely:

- 3 brand new chapters replete with mysteries—and consequences.
- Never before seen Princesses who will all murder you without a second thought.
- Expansions to familiar routes: The Den, The Apotheosis and The Fury each have more than doubled in length.
- Over 35% more content overall—and all of it filled with great opportunities to listen to me and do your job.
- A new ending. And hopefully one that saves the world rather than damns it.
- Gallery to Track Your Progress: Cherish your memories, relive your exploits, and uncover deeply hidden secrets with the new gallery feature.
- Over 1,200 New Hand-Penciled Frames hand-illustrated by Abby Howard.
- Over 2,500 New Lines of Dialogue fully voiced dialogue by the impeccable Jonathan Sims and Nichole Goodnight.",91,https://www.metacritic.com/game/slay-the-princess-the-pristine-cut/
207.World of Warcraft: Wrath of the Lich King,"Nov 13, 2008",T,"Players last visited Northrend in ""Warcraft III: The Frozen Throne,"" when Arthas Menethil fused with the spirit of Ner’zhul to become the Lich King, one of the most powerful beings in the Warcraft universe. He now broods atop the Frozen Throne deep in Icecrown Citadel, clutching the rune blade Frostmourne and marshaling the undead armies of the Scourge. In Wrath of the Lich King, the forces of the Alliance and the Horde venture into battle against the Scourge amid Northrend’s howling winds and fields of jagged ice. Wrath of the Lich King adds a rich variety of content to an already massive game. New features in the game’s second expansion include: Death Knight Hero Class: Create a high-level Death Knight character -- the game’s first hero class -- once certain challenges have been met. Increased Level Cap: Advance to level 80 and gain potent new talents and abilities along the way. Northrend: Explore the harsh new continent of Northrend, packed with new zones, quests, dungeons, monsters, and items -- and do battle with the undead armies of the Lich King. ""Inscription"" Profession: Learn this exciting new profession and gain unique ways to permanently enhance spells and abilities in the game. Siege Weapons and Destructible Buildings: Take the battle to another level with new player-vs.-player game mechanics and new battlefields to wage war on. New Character Customization: Change how characters look and express themselves, with different hairstyles and dance animations. [Blizzard Entertainment]",91,https://www.metacritic.com/game/world-of-warcraft-wrath-of-the-lich-king/
208.Metroid Prime Trilogy,"Aug 24, 2009",T,"Metroid Prime 3: Corruption set a new standard for first-person motion controls in video games. Now it’s bringing those controls to the rest of the celebrated series, allowing players to experience the entire Metroid Prime story arc with the precision of the Wii Remote. Metroid Prime Trilogy, is a three-game collection for the Wii console that bundles all three landmark Metroid Prime games onto one disc and revamps the first two installments with intuitive Wii Remote controls, wide-screen presentation and other enhancements. Each game maintains its original storyline and settings, but now Metroid Prime and Metroid Prime 2: Echoes let players use their Wii Remote to aim with precision as heroine Samus Aran. Based on the breakthrough control system that debuted in Metroid Prime 3: Corruption, these new Wii controls bring an entirely new level of immersion and freedom to these milestone games. Players can access the game they want from a unified main menu that ties together all three adventures. Through a new unlockables system, players can gain access to in-game rewards such as music and artwork by accomplishing objectives across all three games. [Nintendo]",91,https://www.metacritic.com/game/metroid-prime-trilogy/
209.I Was a Teenage Exocolonist,"Aug 25, 2022",N/A,"Spend your teenage years on an alien planet in this narrative RPG with card-based battles. Explore, grow up, and fall in love. The choices you make and skills you master over ten years will determine the course of your life and the survival of your colony.",91,https://www.metacritic.com/game/i-was-a-teenage-exocolonist/
210.Baldur's Gate,"Dec 21, 1998",T,"Baldur's Gate takes you back to the Forgotten Realms on a visually dazzling role-playing adventure, one that brings to life the grand tradition of Advanced Dungeons & Dragons through cutting edge art and technology. Immerse yourself in this quintessential medieval fantasy world, where entire nations hang in the balance of your actions, dark prophecies test your resolve, and heroic dreams can be fulfilled at last. [Interplay]",91,https://www.metacritic.com/game/baldurs-gate/
211.Overwatch,"May 23, 2016",T,"Overwatch is a highly stylized team-based shooter set on earth in the near future. Every match is an intense multiplayer showdown pitting a diverse cast of soldiers, mercenaries, scientists, adventurers, and oddities against each other in an epic, globe-spanning conflict.",91,https://www.metacritic.com/game/overwatch/
212.Madden NFL 2001,"Oct 23, 2000",E,"EA Sports steps up to the challenge of Sega's ""NFL2k1"" with mind-blowing graphics and innovative ""Madden Cards"" -- Upper Deck creations purchased with tokens earned by completing in-game challenges which can be used as power-ups during the game.  Match up all current NFL teams as well as great teams from the past in Season, Franchise, or Practice modes.",91,https://www.metacritic.com/game/madden-nfl-2001/
213.F1 Challenge '99-'02,"Jun 24, 2003",E,"Cutting-edge technology brings you the most accurate representation of Formula One to date. High-resolution car models include details right down to the very last shut line. Circuits include real life structures, helicopters, airplanes, panoramic skies, animated grid girls, motion captured pit crews, and even bumps in the track surface as they exist in reality. The glossy team-themed user interface puts you in the game and tracks your performance as a real life driver competing against the likes of world champion drives such as Damon Hill, Jacques Villeneuve, Mika Hakkinen, and Michael Schumacher. [Electronic Arts]",91,https://www.metacritic.com/game/f1-challenge-99-02/
214.Bayonetta 2,"Oct 24, 2014",M,"In this climatic sequel to the critically acclaimed Bayonetta action game, players will be on the edge of their seats from start to finish. Brimming with epic, gorgeous cut scenes and battles that are more exhilarating than ever, this game never lets up on the action. Fight on top of a jet as it soars through a downtown city. Duke it out against a giant angel, who bears a whip for an arm, on top of a speeding train. And take to the skies in a fight against a demonic monster while ascending to the top of a skyscraper.",91,https://www.metacritic.com/game/bayonetta-2/
215.Klonoa 2: Lunatea's Veil,"Jul 25, 2001",E,"The sequel to 1997's sleeper platformer hit ""Klonoa:  Door to Phantomile"" finds our floppy-eared, baseball cap-wearing hero collecting dream stones and over-inflating his enemies with air bullets while protecting the dream world of Lunatea in this ""2-D style"" action game.",91,https://www.metacritic.com/game/klonoa-2-lunateas-veil/
216.FreeSpace 2,"Sep 30, 1999",E,"The year is 2367. Thirty-two years have passed since the Great War. As Terrans and Vasudans struggle to rebuild their civilizations, civil war erupts in the Polaris system. A rogue Terran admiral declares war against the Vasudans, threatening the stability of the Alliance. Without warning, the Shivans return, and Terrans and Vasudans face annihilation at the hands of their Great War nemesis. [Interplay]",91,https://www.metacritic.com/game/freespace-2/
217.Colony Wars,"Nov 4, 1997",K-A,Delivers the real experience with its spectacular cinematic graphics.,91,https://www.metacritic.com/game/colony-wars/
218.IL-2 Sturmovik,"Nov 18, 2001",T,"Fly 31 types of Russian, German and American planes. Engage in air-to-air and air-to-ground battles. Multiplay with up to 32 players in dogfight and 16 players in cooperative missions. Use custom paint schemes, squadron nose art, numbering on wings, and national markings for each plane. [Ubi Soft]",91,https://www.metacritic.com/game/il-2-sturmovik/
219.Mario Tennis,"Aug 28, 2000",E,"All of your favorite characters hit the court in a wild and wacky multiplayer tennis game from the makers of Mario Golf. Mario, Luigi, Bowser, Peach, Toad, and Donkey Kong lead off the all-star, 14-player line-up. The fast-paced action will have you unleashing vicious volleys, life-saving lobs, ballistic backhands and electrifying super-charged smashes!",91,https://www.metacritic.com/game/mario-tennis/
220.Ratchet & Clank: Up Your Arsenal,"Nov 3, 2004",T,"(Also known as ""Ratchet & Clank 3"")  The third installment of the Ratchet & Clank franchise incorporates new elements of gameplay not seen previously in the series, including online and offline multiplayer capabilities that will appeal to a wide variety of players. Ratchet and Clank: Up Your Arsenal returns gamers to Planet Veldin, the setting of the original Ratchet & Clank, where the duo set off on a gripping new adventure through a multitude of diverse planets to fight for galactic peace. Players will be able to earn up to 20 weapons (including online and offline) with up to four levels of upgrades for most weapons, plus new high-tech gadgets to help them through their journey. [SCEA]",91,https://www.metacritic.com/game/ratchet-and-clank-up-your-arsenal/
221.Resident Evil (Remake),"Apr 30, 2002",M,"You take control of S.T.A.R.S. Alpha team members Chris Redfield and Jill Valentine (both recently seen in the smash hit, Resident Evil 5). Your mission is to investigate the ominous mansion at the core of the horrific disaster and uncover the secrets behind a radical, genetic research facility. With unspeakable horrors lurking around every corner, the ultimate test will be to make it out alive! Relive the thrills and terror that defined the genre of Survival Horror and launched a franchise that has sold over 40 million games worldwide. [Capcom]",91,https://www.metacritic.com/game/resident-evil-remake/
